Angles	Fields	Field before	Fields after	Frequency	Magnitude	Phase	Real	Imaginary
-3.60000000E+1	3.05000000E-2	3.21594352E-2	3.21737855E-2	2.43025920E+9	-8.43069907E+1	-2.79096196E+0	-5.71989852E-5	-2.09201509E-5
-3.60000000E+1	3.10000000E-2	3.26436093E-2	3.26677099E-2	2.43025920E+9	-8.43328039E+1	-2.79232508E+0	-5.70576297E-5	-2.07803142E-5
-3.60000000E+1	3.15000000E-2	3.31485332E-2	3.31631539E-2	2.43025920E+9	-8.43806896E+1	-2.79361621E+0	-5.67705690E-5	-2.05927858E-5
-3.60000000E+1	3.20000000E-2	3.36285448E-2	3.36479153E-2	2.43025920E+9	-8.43722754E+1	-2.78276877E+0	-5.65986560E-5	-2.12279316E-5
-3.60000000E+1	3.25000000E-2	3.41245895E-2	3.41429098E-2	2.43025920E+9	-8.43148091E+1	-2.79134794E+0	-5.71555851E-5	-2.08792693E-5
-3.60000000E+1	3.30000000E-2	3.46176174E-2	3.46375921E-2	2.43025920E+9	-8.43772727E+1	-2.78206646E+0	-5.65511881E-5	-2.12554434E-5
-3.60000000E+1	3.35000000E-2	3.51145526E-2	3.51321245E-2	2.43025920E+9	-8.43633876E+1	-2.77893744E+0	-5.65747699E-5	-2.14665775E-5
-3.60000000E+1	3.40000000E-2	3.56080330E-2	3.56249131E-2	2.43025920E+9	-8.43725620E+1	-2.78942512E+0	-5.67368294E-5	-2.08500356E-5
-3.60000000E+1	3.45000000E-2	3.60995335E-2	3.61192990E-2	2.43025920E+9	-8.43329745E+1	-2.79066548E+0	-5.70219442E-5	-2.08745685E-5
-3.60000000E+1	3.50000000E-2	3.65967008E-2	3.66138828E-2	2.43025920E+9	-8.43303613E+1	-2.78701408E+0	-5.69624776E-5	-2.10889825E-5
-3.60000000E+1	3.55000000E-2	3.70939507E-2	3.71077551E-2	2.43025920E+9	-8.43449991E+1	-2.78882817E+0	-5.69046624E-5	-2.09502770E-5
-3.60000000E+1	3.60000000E-2	3.75791876E-2	3.75997685E-2	2.43025920E+9	-8.43569438E+1	-2.78630600E+0	-5.67735133E-5	-2.10647455E-5
-3.60000000E+1	3.65000000E-2	3.80763002E-2	3.80929393E-2	2.43025920E+9	-8.43187349E+1	-2.78437983E+0	-5.69829494E-5	-2.12674113E-5
-3.60000000E+1	3.70000000E-2	3.85690252E-2	3.85867758E-2	2.43025920E+9	-8.43463843E+1	-2.78460880E+0	-5.68066993E-5	-2.11868124E-5
-3.60000000E+1	3.75000000E-2	3.90559177E-2	3.90754884E-2	2.43025920E+9	-8.43384590E+1	-2.78902431E+0	-5.69516361E-5	-2.09548876E-5
-3.60000000E+1	3.80000000E-2	3.95518688E-2	3.95680427E-2	2.43025920E+9	-8.43696176E+1	-2.79150800E+0	-5.67993856E-5	-2.07388436E-5
-3.60000000E+1	3.85000000E-2	4.00409014E-2	4.00585759E-2	2.43025920E+9	-8.44052766E+1	-2.78703286E+0	-5.64736845E-5	-2.09068126E-5
-3.60000000E+1	3.90000000E-2	4.05381269E-2	4.05546576E-2	2.43025920E+9	-8.43824272E+1	-2.78477517E+0	-5.65749722E-5	-2.10896661E-5
-3.60000000E+1	3.95000000E-2	4.10312342E-2	4.10498251E-2	2.43025920E+9	-8.43176002E+1	-2.79212184E+0	-5.71533579E-5	-2.08283364E-5
-3.60000000E+1	4.00000000E-2	4.15207513E-2	4.15375766E-2	2.43025920E+9	-8.43741844E+1	-2.77890702E+0	-5.65038377E-5	-2.14416299E-5
-3.60000000E+1	4.05000000E-2	4.20159372E-2	4.20331342E-2	2.43025920E+9	-8.42949514E+1	-2.78451270E+0	-5.71420253E-5	-2.13181321E-5
-3.60000000E+1	4.10000000E-2	4.25013322E-2	4.25208512E-2	2.43025920E+9	-8.43118661E+1	-2.78557987E+0	-5.70535298E-5	-2.12157843E-5
-3.60000000E+1	4.15000000E-2	4.29996734E-2	4.30169107E-2	2.43025920E+9	-8.43088695E+1	-2.79145364E+0	-5.71968909E-5	-2.08875063E-5
-3.60000000E+1	4.20000000E-2	4.34930781E-2	4.35090099E-2	2.43025920E+9	-8.43443195E+1	-2.78022802E+0	-5.67268230E-5	-2.14405624E-5
-3.60000000E+1	4.25000000E-2	4.39822622E-2	4.39967107E-2	2.43025920E+9	-8.42926921E+1	-2.78589811E+0	-5.71863781E-5	-2.12444722E-5
-3.60000000E+1	4.30000000E-2	4.44681171E-2	4.44881965E-2	2.43025920E+9	-8.43351469E+1	-2.78705898E+0	-5.69320485E-5	-2.10748104E-5
-3.60000000E+1	4.35000000E-2	4.49619800E-2	4.49763756E-2	2.43025920E+9	-8.43484107E+1	-2.78712241E+0	-5.68465109E-5	-2.10390466E-5
-3.60000000E+1	4.40000000E-2	4.54543919E-2	4.54713389E-2	2.43025920E+9	-8.42947871E+1	-2.77980750E+0	-5.70421661E-5	-2.15871682E-5
-3.60000000E+1	4.45000000E-2	4.59390040E-2	4.59623109E-2	2.43025920E+9	-8.43441560E+1	-2.78671532E+0	-5.68657902E-5	-2.10725064E-5
-3.60000000E+1	4.50000000E-2	4.64417098E-2	4.64560476E-2	2.43025920E+9	-8.43479576E+1	-2.78247621E+0	-5.67511068E-5	-2.13040507E-5
-3.60000000E+1	4.55000000E-2	4.69263009E-2	4.69465129E-2	2.43025920E+9	-8.43600832E+1	-2.78504963E+0	-5.67264967E-5	-2.11284195E-5
-3.60000000E+1	4.60000000E-2	4.74232869E-2	4.74384012E-2	2.43025920E+9	-8.43900559E+1	-2.78596538E+0	-5.65503439E-5	-2.10038593E-5
-3.60000000E+1	4.65000000E-2	4.79128350E-2	4.79294211E-2	2.43025920E+9	-8.43564916E+1	-2.78166451E+0	-5.66780813E-5	-2.13291418E-5
-3.60000000E+1	4.70000000E-2	4.84032771E-2	4.84210240E-2	2.43025920E+9	-8.43295397E+1	-2.78805998E+0	-5.69898935E-5	-2.10313835E-5
-3.60000000E+1	4.75000000E-2	4.88925498E-2	4.89091706E-2	2.43025920E+9	-8.43570581E+1	-2.78063892E+0	-5.66524815E-5	-2.13858641E-5
-3.60000000E+1	4.80000000E-2	4.93853492E-2	4.94013397E-2	2.43025920E+9	-8.43491300E+1	-2.78288979E+0	-5.67522520E-5	-2.12777053E-5
-3.60000000E+1	4.85000000E-2	4.98672782E-2	4.98883345E-2	2.43025920E+9	-8.43325214E+1	-2.78740971E+0	-5.69566504E-5	-2.10612067E-5
-3.60000000E+1	4.90000000E-2	5.03643083E-2	5.03813354E-2	2.43025920E+9	-8.42883898E+1	-2.78520347E+0	-5.71999318E-5	-2.12947360E-5
-3.60000000E+1	4.95000000E-2	5.08575306E-2	5.08725110E-2	2.43025920E+9	-8.43033175E+1	-2.78319402E+0	-5.70588795E-5	-2.13728700E-5
-3.60000000E+1	5.00000000E-2	5.13395746E-2	5.13597247E-2	2.43025920E+9	-8.43222930E+1	-2.78599617E+0	-5.69938980E-5	-2.11666071E-5
-3.60000000E+1	5.50000000E-2	5.61970078E-2	5.62910386E-2	2.43025920E+9	-8.43195984E+1	-2.78389705E+0	-5.69670118E-5	-2.12928016E-5
-3.60000000E+1	6.00000000E-2	6.10320000E-2	6.11806856E-2	2.43025920E+9	-8.42942283E+1	-2.78485891E+0	-5.71541602E-5	-2.13001213E-5
-3.40000000E+1	-6.00000000E-2	-5.49270847E-2	-5.62960912E-2	2.43025920E+9	-8.42908603E+1	-2.78472305E+0	-5.71734313E-5	-2.13161496E-5
-3.40000000E+1	-5.50000000E-2	-5.20531784E-2	-5.20607042E-2	2.43025920E+9	-8.43007341E+1	-2.78459462E+0	-5.71057403E-5	-2.12992660E-5
-3.40000000E+1	-5.00000000E-2	-4.73543594E-2	-4.72535577E-2	2.43025920E+9	-8.43248347E+1	-2.77932939E+0	-5.68348860E-5	-2.15397957E-5
-3.40000000E+1	-4.95000000E-2	-4.67836795E-2	-4.67670869E-2	2.43025920E+9	-8.43670673E+1	-2.78419314E+0	-5.66628000E-5	-2.11599763E-5
-3.40000000E+1	-4.90000000E-2	-4.62982973E-2	-4.62841488E-2	2.43025920E+9	-8.43622563E+1	-2.78831056E+0	-5.67808855E-5	-2.09380868E-5
-3.40000000E+1	-4.85000000E-2	-4.58240949E-2	-4.58047906E-2	2.43025920E+9	-8.43188602E+1	-2.78730930E+0	-5.70441838E-5	-2.11000855E-5
-3.40000000E+1	-4.80000000E-2	-4.53346729E-2	-4.53202888E-2	2.43025920E+9	-8.42928988E+1	-2.78963952E+0	-5.72640991E-5	-2.10298654E-5
-3.40000000E+1	-4.75000000E-2	-4.48560082E-2	-4.48399900E-2	2.43025920E+9	-8.43658971E+1	-2.79078493E+0	-5.68087032E-5	-2.07888104E-5
-3.40000000E+1	-4.70000000E-2	-4.43678732E-2	-4.43494412E-2	2.43025920E+9	-8.43461311E+1	-2.77664354E+0	-5.66377913E-5	-2.16392463E-5
-3.40000000E+1	-4.65000000E-2	-4.38832729E-2	-4.38668254E-2	2.43025920E+9	-8.43474806E+1	-2.78416521E+0	-5.67901271E-5	-2.12093322E-5
-3.40000000E+1	-4.60000000E-2	-4.33854943E-2	-4.33757424E-2	2.43025920E+9	-8.43600377E+1	-2.78589745E+0	-5.67446869E-5	-2.10804285E-5
-3.40000000E+1	-4.55000000E-2	-4.29142117E-2	-4.28927598E-2	2.43025920E+9	-8.43246386E+1	-2.78279691E+0	-5.69105185E-5	-2.13430722E-5
-3.40000000E+1	-4.50000000E-2	-4.24167961E-2	-4.24037410E-2	2.43025920E+9	-8.43604273E+1	-2.78709151E+0	-5.67672709E-5	-2.10117145E-5
-3.40000000E+1	-4.45000000E-2	-4.19276620E-2	-4.19127932E-2	2.43025920E+9	-8.43336866E+1	-2.78471207E+0	-5.68919949E-5	-2.12119322E-5
-3.40000000E+1	-4.40000000E-2	-4.14421440E-2	-4.14242865E-2	2.43025920E+9	-8.43312486E+1	-2.78274856E+0	-5.68661949E-5	-2.13295857E-5
-3.40000000E+1	-4.35000000E-2	-4.09563862E-2	-4.09369782E-2	2.43025920E+9	-8.43273704E+1	-2.78290706E+0	-5.68949725E-5	-2.13300935E-5
-3.40000000E+1	-4.30000000E-2	-4.04650821E-2	-4.04505670E-2	2.43025920E+9	-8.42617558E+1	-2.79076274E+0	-5.74934560E-5	-2.10408385E-5
-3.40000000E+1	-4.25000000E-2	-3.99822252E-2	-3.99664552E-2	2.43025920E+9	-8.43158464E+1	-2.78052304E+0	-5.69194272E-5	-2.14941702E-5
-3.40000000E+1	-4.20000000E-2	-3.94920229E-2	-3.94772404E-2	2.43025920E+9	-8.43350744E+1	-2.78663664E+0	-5.69236175E-5	-2.10990294E-5
-3.40000000E+1	-4.15000000E-2	-3.90009122E-2	-3.89840669E-2	2.43025920E+9	-8.43209459E+1	-2.78515557E+0	-5.69849226E-5	-2.12177986E-5
-3.40000000E+1	-4.10000000E-2	-3.85103864E-2	-3.84975123E-2	2.43025920E+9	-8.43262930E+1	-2.78185643E+0	-5.68795855E-5	-2.13925108E-5
-3.40000000E+1	-4.05000000E-2	-3.80200279E-2	-3.80049532E-2	2.43025920E+9	-8.42686611E+1	-2.78522865E+0	-5.73305384E-5	-2.13417154E-5
-3.40000000E+1	-4.00000000E-2	-3.75403456E-2	-3.75207225E-2	2.43025920E+9	-8.43351923E+1	-2.78497153E+0	-5.68876341E-5	-2.11934961E-5
-3.40000000E+1	-3.95000000E-2	-3.70368806E-2	-3.70244452E-2	2.43025920E+9	-8.43516014E+1	-2.78672923E+0	-5.68173597E-5	-2.10536608E-5
-3.40000000E+1	-3.90000000E-2	-3.65548900E-2	-3.65391783E-2	2.43025920E+9	-8.43399618E+1	-2.78171358E+0	-5.67870940E-5	-2.13669847E-5
-3.40000000E+1	-3.85000000E-2	-3.60732400E-2	-3.60502472E-2	2.43025920E+9	-8.43361427E+1	-2.77689356E+0	-5.67083742E-5	-2.16499673E-5
-3.40000000E+1	-3.80000000E-2	-3.55705487E-2	-3.55595977E-2	2.43025920E+9	-8.43110619E+1	-2.78254304E+0	-5.69941146E-5	-2.13909288E-5
-3.40000000E+1	-3.75000000E-2	-3.50889809E-2	-3.50690259E-2	2.43025920E+9	-8.43568271E+1	-2.78305525E+0	-5.67054994E-5	-2.12494757E-5
-3.40000000E+1	-3.70000000E-2	-3.46038891E-2	-3.45857030E-2	2.43025920E+9	-8.43928712E+1	-2.78291645E+0	-5.64677362E-5	-2.11693168E-5
-3.40000000E+1	-3.65000000E-2	-3.41051424E-2	-3.40912047E-2	2.43025920E+9	-8.43668309E+1	-2.78401432E+0	-5.66605579E-5	-2.11706846E-5
-3.40000000E+1	-3.60000000E-2	-3.36193985E-2	-3.36004075E-2	2.43025920E+9	-8.43598574E+1	-2.78243110E+0	-5.66724504E-5	-2.12774399E-5
-3.40000000E+1	-3.55000000E-2	-3.31229982E-2	-3.31086249E-2	2.43025920E+9	-8.43317592E+1	-2.77709865E+0	-5.67414416E-5	-2.16492594E-5
-3.40000000E+1	-3.50000000E-2	-3.26385547E-2	-3.26227765E-2	2.43025920E+9	-8.42871491E+1	-2.78137388E+0	-5.71261222E-5	-2.15167050E-5
-3.40000000E+1	-3.45000000E-2	-3.21500386E-2	-3.21315432E-2	2.43025920E+9	-8.43854042E+1	-2.78495451E+0	-5.65593652E-5	-2.10722958E-5
-3.40000000E+1	-3.40000000E-2	-3.16533869E-2	-3.16396303E-2	2.43025920E+9	-8.43533036E+1	-2.78231716E+0	-5.67128014E-5	-2.12999626E-5
-3.40000000E+1	-3.35000000E-2	-3.11685767E-2	-3.11492238E-2	2.43025920E+9	-8.43128627E+1	-2.78430577E+0	-5.70199102E-5	-2.12860170E-5
-3.40000000E+1	-3.30000000E-2	-3.06760006E-2	-3.06582500E-2	2.43025920E+9	-8.43283718E+1	-2.78112013E+0	-5.68502113E-5	-2.14292559E-5
-3.40000000E+1	-3.25000000E-2	-3.01787876E-2	-3.01654193E-2	2.43025920E+9	-8.43314742E+1	-2.78357050E+0	-5.68822295E-5	-2.12822850E-5
-3.40000000E+1	-3.20000000E-2	-2.97040119E-2	-2.96812480E-2	2.43025920E+9	-8.43893119E+1	-2.78409171E+0	-5.65157313E-5	-2.11115873E-5
-3.40000000E+1	-3.15000000E-2	-2.92030567E-2	-2.91860548E-2	2.43025920E+9	-8.43579782E+1	-2.78443437E+0	-5.67272326E-5	-2.11684465E-5
-3.40000000E+1	-3.10000000E-2	-2.87138304E-2	-2.86978252E-2	2.43025920E+9	-8.43182406E+1	-2.78046417E+0	-5.69024749E-5	-2.14915959E-5
-3.40000000E+1	-3.05000000E-2	-2.82231364E-2	-2.82046263E-2	2.43025920E+9	-8.43585492E+1	-2.78400943E+0	-5.67145039E-5	-2.11911575E-5
-3.40000000E+1	-3.00000000E-2	-2.77251337E-2	-2.77083139E-2	2.43025920E+9	-8.43567676E+1	-2.78520379E+0	-5.67514126E-5	-2.11277374E-5
-3.40000000E+1	-2.95000000E-2	-2.72323331E-2	-2.72186751E-2	2.43025920E+9	-8.43330815E+1	-2.78439137E+0	-5.68891523E-5	-2.12316556E-5
-3.40000000E+1	-2.90000000E-2	-2.67473432E-2	-2.67247287E-2	2.43025920E+9	-8.43790878E+1	-2.78548794E+0	-5.66117511E-5	-2.10574298E-5
-3.40000000E+1	-2.85000000E-2	-2.62481497E-2	-2.62342727E-2	2.43025920E+9	-8.43281121E+1	-2.78794552E+0	-5.69968534E-5	-2.10413643E-5
-3.40000000E+1	-2.80000000E-2	-2.57581366E-2	-2.57422999E-2	2.43025920E+9	-8.44166655E+1	-2.78518672E+0	-5.63610431E-5	-2.09835042E-5
-3.40000000E+1	-2.75000000E-2	-2.52767112E-2	-2.52554386E-2	2.43025920E+9	-8.43442383E+1	-2.78671418E+0	-5.68652269E-5	-2.10723717E-5
-3.40000000E+1	-2.70000000E-2	-2.47822355E-2	-2.47654592E-2	2.43025920E+9	-8.43613182E+1	-2.78709042E+0	-5.67614261E-5	-2.10096211E-5
-3.40000000E+1	-2.65000000E-2	-2.42875541E-2	-2.42742751E-2	2.43025920E+9	-8.43517088E+1	-2.78580130E+0	-5.67970961E-5	-2.11061134E-5
-3.40000000E+1	-2.60000000E-2	-2.38050080E-2	-2.37841537E-2	2.43025920E+9	-8.43478969E+1	-2.78622223E+0	-5.68309110E-5	-2.10914580E-5
-3.40000000E+1	-2.55000000E-2	-2.33067847E-2	-2.32869037E-2	2.43025920E+9	-8.43195510E+1	-2.78922395E+0	-5.70799389E-5	-2.09891579E-5
-3.40000000E+1	-2.50000000E-2	-2.28110235E-2	-2.27963902E-2	2.43025920E+9	-8.43415027E+1	-2.78973097E+0	-5.69464717E-5	-2.09073093E-5
-3.40000000E+1	-2.45000000E-2	-2.23211448E-2	-2.23071058E-2	2.43025920E+9	-8.43099273E+1	-2.79026413E+0	-5.71650425E-5	-2.09529754E-5
-3.40000000E+1	-2.40000000E-2	-2.18343914E-2	-2.18145680E-2	2.43025920E+9	-8.43974377E+1	-2.78957902E+0	-5.65777711E-5	-2.07817009E-5
-3.40000000E+1	-2.35000000E-2	-2.13391442E-2	-2.13215859E-2	2.43025920E+9	-8.43577471E+1	-2.78917540E+0	-5.68284668E-5	-2.08998198E-5
-3.40000000E+1	-2.30000000E-2	-2.08446325E-2	-2.08279646E-2	2.43025920E+9	-8.43637655E+1	-2.78587138E+0	-5.67197887E-5	-2.10728618E-5
-3.40000000E+1	-2.25000000E-2	-2.03503466E-2	-2.03335213E-2	2.43025920E+9	-8.43306339E+1	-2.78844178E+0	-5.69907397E-5	-2.10069768E-5
-3.40000000E+1	-2.20000000E-2	-1.98624277E-2	-1.98449539E-2	2.43025920E+9	-8.43466993E+1	-2.79166125E+0	-5.69526382E-5	-2.07849087E-5
-3.40000000E+1	-2.15000000E-2	-1.93718512E-2	-1.93513525E-2	2.43025920E+9	-8.43695680E+1	-2.78367673E+0	-5.66355580E-5	-2.11831351E-5
-3.40000000E+1	-2.10000000E-2	-1.88727188E-2	-1.88597802E-2	2.43025920E+9	-8.43241481E+1	-2.78600851E+0	-5.69819884E-5	-2.11613836E-5
-3.40000000E+1	-2.05000000E-2	-1.83926882E-2	-1.83677849E-2	2.43025920E+9	-8.43729144E+1	-2.78789182E+0	-5.67024928E-5	-2.09361562E-5
-3.40000000E+1	-2.00000000E-2	-1.78925961E-2	-1.78769013E-2	2.43025920E+9	-8.43149580E+1	-2.78573751E+0	-5.70365673E-5	-2.11992427E-5
-3.40000000E+1	-1.95000000E-2	-1.74056583E-2	-1.73843717E-2	2.43025920E+9	-8.43470507E+1	-2.78978035E+0	-5.69111412E-5	-2.08911489E-5
-3.40000000E+1	-1.90000000E-2	-1.69045662E-2	-1.68888690E-2	2.43025920E+9	-8.43497986E+1	-2.78799130E+0	-5.68556847E-5	-2.09862921E-5
-3.40000000E+1	-1.85000000E-2	-1.64152984E-2	-1.63949892E-2	2.43025920E+9	-8.43753829E+1	-2.79206688E+0	-5.67732710E-5	-2.06933560E-5
-3.40000000E+1	-1.80000000E-2	-1.59158097E-2	-1.59018334E-2	2.43025920E+9	-8.43649847E+1	-2.78676018E+0	-5.67305323E-5	-2.10194902E-5
-3.40000000E+1	-1.75000000E-2	-1.54301423E-2	-1.54101166E-2	2.43025920E+9	-8.43655590E+1	-2.78800861E+0	-5.67529774E-5	-2.09472647E-5
-3.40000000E+1	-1.70000000E-2	-1.49308515E-2	-1.49151438E-2	2.43025920E+9	-8.43597575E+1	-2.78385887E+0	-5.67034235E-5	-2.11967469E-5
-3.40000000E+1	-1.65000000E-2	-1.44392988E-2	-1.44220765E-2	2.43025920E+9	-8.43299947E+1	-2.79137256E+0	-5.70562599E-5	-2.08413930E-5
-3.40000000E+1	-1.60000000E-2	-1.39513614E-2	-1.39318392E-2	2.43025920E+9	-8.43490821E+1	-2.79619139E+0	-5.70305649E-5	-2.05210629E-5
-3.40000000E+1	-1.55000000E-2	-1.34542911E-2	-1.34369080E-2	2.43025920E+9	-8.43519816E+1	-2.79306003E+0	-5.69470135E-5	-2.06926360E-5
-3.40000000E+1	-1.50000000E-2	-1.29622149E-2	-1.29453510E-2	2.43025920E+9	-8.43520201E+1	-2.79679718E+0	-5.70236945E-5	-2.04795819E-5
-3.40000000E+1	-1.45000000E-2	-1.24705357E-2	-1.24491632E-2	2.43025920E+9	-8.44097827E+1	-2.79588416E+0	-5.66271376E-5	-2.03955513E-5
-3.40000000E+1	-1.40000000E-2	-1.19723618E-2	-1.19555062E-2	2.43025920E+9	-8.43235822E+1	-2.79545694E+0	-5.71831092E-5	-2.06234006E-5
-3.40000000E+1	-1.35000000E-2	-1.14806330E-2	-1.14624434E-2	2.43025920E+9	-8.43508563E+1	-2.80872803E+0	-5.72716418E-5	-1.98004522E-5
-3.40000000E+1	-1.30000000E-2	-1.09839185E-2	-1.09666312E-2	2.43025920E+9	-8.43687660E+1	-2.81903823E+0	-5.73543585E-5	-1.91693618E-5
-3.40000000E+1	-1.25000000E-2	-1.04912151E-2	-1.04733335E-2	2.43025920E+9	-8.45502964E+1	-2.81034143E+0	-5.60027361E-5	-1.92606562E-5
-3.40000000E+1	-1.20000000E-2	-9.99843458E-3	-9.98110352E-3	2.43025920E+9	-8.47210428E+1	-2.79272200E+0	-5.45713279E-5	-1.98502766E-5
-3.40000000E+1	-1.15000000E-2	-9.49928414E-3	-9.48499134E-3	2.43025920E+9	-8.46720968E+1	-2.77227257E+0	-5.44600451E-5	-2.10804577E-5
-3.40000000E+1	-1.10000000E-2	-9.01001945E-3	-8.99268789E-3	2.43025920E+9	-8.45130732E+1	-2.75955648E+0	-5.51888064E-5	-2.21735185E-5
-3.40000000E+1	-1.05000000E-2	-8.52111290E-3	-8.50105805E-3	2.43025920E+9	-8.44433475E+1	-2.76461300E+0	-5.57459286E-5	-2.20706352E-5
-3.40000000E+1	-1.00000000E-2	-8.02713255E-3	-8.00819375E-3	2.43025920E+9	-8.44123523E+1	-2.76710874E+0	-5.60003162E-5	-2.20098407E-5
-3.40000000E+1	-9.50000000E-3	-7.53029262E-3	-7.51339829E-3	2.43025920E+9	-8.44043210E+1	-2.77548799E+0	-5.62347464E-5	-2.15597585E-5
-3.40000000E+1	-9.00000000E-3	-7.03802961E-3	-7.01862229E-3	2.43025920E+9	-8.43436602E+1	-2.77149979E+0	-5.65418179E-5	-2.19365293E-5
-3.40000000E+1	-8.50000000E-3	-6.53431419E-3	-6.52182750E-3	2.43025920E+9	-8.43614183E+1	-2.77638209E+0	-5.65325467E-5	-2.16159761E-5
-3.40000000E+1	-8.00000000E-3	-6.04883926E-3	-6.02804579E-3	2.43025920E+9	-8.43746383E+1	-2.77435873E+0	-5.64027833E-5	-2.16972690E-5
-3.40000000E+1	-7.50000000E-3	-5.55979458E-3	-5.53656357E-3	2.43025920E+9	-8.43503413E+1	-2.77399418E+0	-5.65528437E-5	-2.17786652E-5
-3.40000000E+1	-7.00000000E-3	-5.05222227E-3	-5.03984251E-3	2.43025920E+9	-8.43369918E+1	-2.78134456E+0	-5.67986238E-5	-2.13952534E-5
-3.40000000E+1	-6.50000000E-3	-4.56932625E-3	-4.54540672E-3	2.43025920E+9	-8.43291244E+1	-2.77940612E+0	-5.68084754E-5	-2.15248015E-5
-3.40000000E+1	-6.00000000E-3	-4.06149543E-3	-4.04855818E-3	2.43025920E+9	-8.43573955E+1	-2.77650727E+0	-5.65614418E-5	-2.16189090E-5
-3.40000000E+1	-5.50000000E-3	-3.58404673E-3	-3.55869665E-3	2.43025920E+9	-8.43643833E+1	-2.78160780E+0	-5.66253998E-5	-2.13129829E-5
-3.40000000E+1	-5.00000000E-3	-3.08489629E-3	-3.06555853E-3	2.43025920E+9	-8.43690367E+1	-2.77988619E+0	-5.65583149E-5	-2.13989710E-5
-3.40000000E+1	0.00000000E+0	1.79976358E-3	1.90575421E-3	2.43025920E+9	-8.43579697E+1	-2.77540758E+0	-5.65338961E-5	-2.16796628E-5
-3.40000000E+1	5.00000000E-3	6.69325993E-3	6.86894029E-3	2.43025920E+9	-8.43562502E+1	-2.77369134E+0	-5.65077910E-5	-2.17809681E-5
-3.40000000E+1	5.50000000E-3	7.35627255E-3	7.38668738E-3	2.43025920E+9	-8.43675101E+1	-2.77028608E+0	-5.63601842E-5	-2.19447991E-5
-3.40000000E+1	6.00000000E-3	7.85725750E-3	7.88176485E-3	2.43025920E+9	-8.42992385E+1	-2.76536325E+0	-5.66953532E-5	-2.23973377E-5
-3.40000000E+1	6.50000000E-3	8.35117551E-3	8.37247276E-3	2.43025920E+9	-8.43648331E+1	-2.75219204E+0	-5.59711577E-5	-2.29680120E-5
-3.40000000E+1	7.00000000E-3	8.84141590E-3	8.85890753E-3	2.43025920E+9	-8.45514896E+1	-2.74071136E+0	-5.45195036E-5	-2.31071342E-5
-3.40000000E+1	7.50000000E-3	9.33324395E-3	9.35791302E-3	2.43025920E+9	-8.46534748E+1	-2.74459757E+0	-5.39714514E-5	-2.26278354E-5
-3.40000000E+1	8.00000000E-3	9.81815355E-3	9.84314203E-3	2.43025920E+9	-8.48832713E+1	-2.76752436E+0	-5.30536693E-5	-2.08262657E-5
-3.40000000E+1	8.50000000E-3	1.03187423E-2	1.03384399E-2	2.43025920E+9	-8.48351917E+1	-2.79740992E+0	-5.39500997E-5	-1.93384132E-5
-3.40000000E+1	9.00000000E-3	1.08172538E-2	1.08362975E-2	2.43025920E+9	-8.46822392E+1	-2.81959023E+0	-5.53315475E-5	-1.84593354E-5
-3.40000000E+1	9.50000000E-3	1.13010744E-2	1.13262178E-2	2.43025920E+9	-8.44563386E+1	-2.82827891E+0	-5.69519420E-5	-1.84515843E-5
-3.40000000E+1	1.00000000E-2	1.18033400E-2	1.18222659E-2	2.43025920E+9	-8.43590940E+1	-2.81760491E+0	-5.73906947E-5	-1.92729983E-5
-3.40000000E+1	1.05000000E-2	1.23007660E-2	1.23157677E-2	2.43025920E+9	-8.43312848E+1	-2.80221246E+0	-5.72703153E-5	-2.02186931E-5
-3.40000000E+1	1.10000000E-2	1.27910493E-2	1.28097105E-2	2.43025920E+9	-8.43283735E+1	-2.79411073E+0	-5.71237748E-5	-2.06889466E-5
-3.40000000E+1	1.15000000E-2	1.32849109E-2	1.33049712E-2	2.43025920E+9	-8.43254310E+1	-2.80040902E+0	-5.72723446E-5	-2.03356444E-5
-3.40000000E+1	1.20000000E-2	1.37813566E-2	1.37992135E-2	2.43025920E+9	-8.43849943E+1	-2.79297483E+0	-5.67292277E-5	-2.06189721E-5
-3.40000000E+1	1.25000000E-2	1.42743655E-2	1.42953310E-2	2.43025920E+9	-8.43522440E+1	-2.79595244E+0	-5.70049047E-5	-2.05272159E-5
-3.40000000E+1	1.30000000E-2	1.47789054E-2	1.47919947E-2	2.43025920E+9	-8.43596550E+1	-2.79686047E+0	-5.69748876E-5	-2.04579821E-5
-3.40000000E+1	1.35000000E-2	1.52619983E-2	1.52881726E-2	2.43025920E+9	-8.43935785E+1	-2.78806013E+0	-5.65712703E-5	-2.08768863E-5
-3.40000000E+1	1.40000000E-2	1.57656869E-2	1.57857019E-2	2.43025920E+9	-8.43807753E+1	-2.79035250E+0	-5.67024985E-5	-2.07777534E-5
-3.40000000E+1	1.45000000E-2	1.62667172E-2	1.62794504E-2	2.43025920E+9	-8.43591293E+1	-2.79387507E+0	-5.69170035E-5	-2.06292321E-5
-3.40000000E+1	1.50000000E-2	1.67589338E-2	1.67791109E-2	2.43025920E+9	-8.43197813E+1	-2.79073907E+0	-5.71101599E-5	-2.09020967E-5
-3.40000000E+1	1.55000000E-2	1.72624820E-2	1.72774844E-2	2.43025920E+9	-8.43370991E+1	-2.79349805E+0	-5.70537445E-5	-2.07031330E-5
-3.40000000E+1	1.60000000E-2	1.77488791E-2	1.77698646E-2	2.43025920E+9	-8.44002039E+1	-2.78987315E+0	-5.65658642E-5	-2.07584472E-5
